ID,A1.Code,A2.Date,A3.Data Contributor,A4.Season,A5.City,A6.Climate Zone,B1.Building Type,B2.Building Function,B3.Floors,B4.Building Operation Mode,B5.Room (Length¡ÁWidth),B5.Room Height (m),C1.Sex,C2.Age,C3.Height£¨cm£©,C4.Weight£¨kg£©,C5.Living Years,D1.TSV,D2.TCV,D3.TAV,D5.Clothing Insulation (clo),D6.Metabolic Rate (met),Measured Height (m),E1.Indoor Air Temperature (¡æ),E2.Indoor Relative Humidity (%),E3.Indoor Air Velocity (m/s),E4.Globe Temperature (¡æ),E5.Roof Temperature (¡æ),E5.Wall Temperature (¡æ),E5.Floor Temperature (¡æ),F1.Operative Temperature (¡æ),F2.Mean Radiant Temperature (¡æ),F3.Radiant Temperature Asymmetry (¡æ),F4.PMV,F5.PPD,G1.Real-Time Outdoor Temperature (¡æ),G2.Mean Daily Outdoor Temperature (¡æ),G3.Monthly Mean Outdoor Temperature (¡æ),G4.7-Day Running Mean Outdoor Temperature (¡æ),G4.15-Day Running Mean Outdoor Temperature (¡æ),G5.Mean Daily Outdoor Relative Humidity (%),G6.Mean Daily Outdoor Air Velocity (m/s)
3867,SJTU3rd1108,12/3/07 8:15,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,13.8,49,0,13.8,NA,NA,NA,13.8,13.8,NA,-0.75,16.9,NA,NA,NA,NA,NA,NA,NA
3868,SJTU3rd1109,12/3/07 8:15,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,13.8,49,0,13.8,NA,NA,NA,13.8,13.8,NA,-1.96,75.25,NA,NA,NA,NA,NA,NA,NA
3869,SJTU3rd1110,12/3/07 12:17,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14.8,50,0,14.8,NA,NA,NA,14.8,14.8,NA,-0.57,11.82,NA,NA,NA,NA,NA,NA,NA
3870,SJTU3rd1111,12/3/07 12:17,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14.8,50,0,14.8,NA,NA,NA,14.8,14.8,NA,-1.72,63.08,NA,NA,NA,NA,NA,NA,NA
3871,SJTU3rd1112,12/3/07 12:17,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14.8,50,0,14.8,NA,NA,NA,14.8,14.8,NA,-1.72,63.08,NA,NA,NA,NA,NA,NA,NA
3872,SJTU3rd1113,12/3/07 15:03,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,20.9,35,0,20.9,NA,NA,NA,20.9,20.9,NA,0.44,9.12,NA,NA,NA,NA,NA,NA,NA
3873,SJTU3rd1114,12/3/07 15:03,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,20.9,35,0,20.9,NA,NA,NA,20.9,20.9,NA,-0.33,7.35,NA,NA,NA,NA,NA,NA,NA
3874,SJTU3rd1115,12/3/07 15:03,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,20.9,35,0,20.9,NA,NA,NA,20.9,20.9,NA,-0.33,7.35,NA,NA,NA,NA,NA,NA,NA
3875,SJTU3rd1116,12/3/07 17:05,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,20,29,0,20,NA,NA,NA,20,20,NA,0.24,6.22,NA,NA,NA,NA,NA,NA,NA
3876,SJTU3rd1117,12/3/07 17:05,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,20,29,0,20,NA,NA,NA,20,20,NA,0.24,6.22,NA,NA,NA,NA,NA,NA,NA
3877,SJTU3rd1118,12/3/07 17:05,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,20,29,0,20,NA,NA,NA,20,20,NA,-0.59,12.31,NA,NA,NA,NA,NA,NA,NA
3878,SJTU3rd1119,12/4/07 8:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-1,NA,NA,1.57,1,1.1,19,60,0,19,NA,NA,NA,19,19,NA,-0.16,5.54,NA,NA,NA,NA,NA,NA,NA
3879,SJTU3rd1120,12/4/07 9:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.96,1,1.1,19,57,0,19,NA,NA,NA,19,19,NA,-1.18,34.29,NA,NA,NA,NA,NA,NA,NA
3880,SJTU3rd1121,12/4/07 11:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,0,NA,NA,1.57,1,1.1,20,45,0,20,NA,NA,NA,20,20,NA,-0.04,5.03,NA,NA,NA,NA,NA,NA,NA
3881,SJTU3rd1122,12/4/07 14:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,1.57,1,1.1,21.5,34,0,21.5,NA,NA,NA,21.5,21.5,NA,0.2,5.87,NA,NA,NA,NA,NA,NA,NA
3882,SJTU3rd1123,12/4/07 15:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,1.23,1,1.1,22,36,0,22,NA,NA,NA,22,22,NA,-0.06,5.08,NA,NA,NA,NA,NA,NA,NA
3883,SJTU3rd1124,12/4/07 17:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,1.57,1,1.1,21,39,0,21,NA,NA,NA,21,21,NA,0.13,5.37,NA,NA,NA,NA,NA,NA,NA
3884,SJTU3rd1125,12/4/07 19:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,1.23,1,1.1,18,49,0,18,NA,NA,NA,18,18,NA,-0.95,24.18,NA,NA,NA,NA,NA,NA,NA
3885,SJTU3rd1126,12/4/07 7:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.89,1,1.1,18.5,46,0,18.5,NA,NA,NA,18.5,18.5,NA,-1.57,54.68,NA,NA,NA,NA,NA,NA,NA
3886,SJTU3rd1127,12/4/07 9:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,1.23,1,1.1,21.5,36,0,21.5,NA,NA,NA,21.5,21.5,NA,-0.18,5.71,NA,NA,NA,NA,NA,NA,NA
3887,SJTU3rd1128,12/4/07 11:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.89,1,1.1,23.5,41,0,23.5,NA,NA,NA,23.5,23.5,NA,-0.14,5.4,NA,NA,NA,NA,NA,NA,NA
3888,SJTU3rd1129,12/4/07 15:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,1.23,1,1.1,26,28,0,26,NA,NA,NA,26,26,NA,0.84,19.85,NA,NA,NA,NA,NA,NA,NA
3889,SJTU3rd1130,12/4/07 17:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-2,NA,NA,1,1,1.1,24.5,28,0,24.5,NA,NA,NA,24.5,24.5,NA,0.2,5.87,NA,NA,NA,NA,NA,NA,NA
3890,SJTU3rd1131,12/4/07 19:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,0,NA,NA,0.69,1,1.1,22,36,0,22,NA,NA,NA,22,22,NA,-1.06,28.8,NA,NA,NA,NA,NA,NA,NA
3891,SJTU3rd1132,12/4/07 7:15,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,50,0,15,NA,NA,NA,15,15,NA,-1.67,60.38,NA,NA,NA,NA,NA,NA,NA
3892,SJTU3rd1133,12/4/07 7:15,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,50,0,15,NA,NA,NA,15,15,NA,-0.53,10.94,NA,NA,NA,NA,NA,NA,NA
3893,SJTU3rd1134,12/4/07 7:15,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,50,0,15,NA,NA,NA,15,15,NA,-1.67,60.38,NA,NA,NA,NA,NA,NA,NA
3894,SJTU3rd1135,12/4/07 10:06,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14,45,0,14,NA,NA,NA,14,14,NA,-0.73,16.31,NA,NA,NA,NA,NA,NA,NA
3895,SJTU3rd1136,12/4/07 10:06,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,45,0,14,NA,NA,NA,14,14,NA,-1.93,73.79,NA,NA,NA,NA,NA,NA,NA
3896,SJTU3rd1137,12/4/07 10:06,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,45,0,14,NA,NA,NA,14,14,NA,-1.93,73.79,NA,NA,NA,NA,NA,NA,NA
3897,SJTU3rd1138,12/4/07 14:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,16,44,0,16,NA,NA,NA,16,16,NA,-0.38,8.03,NA,NA,NA,NA,NA,NA,NA
3898,SJTU3rd1139,12/4/07 14:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,16,44,0,16,NA,NA,NA,16,16,NA,-1.46,48.84,NA,NA,NA,NA,NA,NA,NA
3899,SJTU3rd1140,12/4/07 14:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,16,44,0,16,NA,NA,NA,16,16,NA,-1.46,48.84,NA,NA,NA,NA,NA,NA,NA
3900,SJTU3rd1141,12/4/07 19:08,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,16,48,0,16,NA,NA,NA,16,16,NA,-0.36,7.77,NA,NA,NA,NA,NA,NA,NA
3901,SJTU3rd1142,12/4/07 21:56,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,16,46,0,16,NA,NA,NA,16,16,NA,-0.37,7.88,NA,NA,NA,NA,NA,NA,NA
3902,SJTU3rd1143,12/4/07 21:56,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,16,46,0,16,NA,NA,NA,16,16,NA,-1.45,48.32,NA,NA,NA,NA,NA,NA,NA
3903,SJTU3rd1144,12/5/07 7:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,16,55,0,16,NA,NA,NA,16,16,NA,-1.41,46,NA,NA,NA,NA,NA,NA,NA
3904,SJTU3rd1145,12/5/07 7:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,16,55,0,16,NA,NA,NA,16,16,NA,-0.33,7.24,NA,NA,NA,NA,NA,NA,NA
3905,SJTU3rd1146,12/5/07 7:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,16,55,0,16,NA,NA,NA,16,16,NA,-1.41,46,NA,NA,NA,NA,NA,NA,NA
3906,SJTU3rd1147,12/5/07 11:20,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15.8,51,0,15.8,NA,NA,NA,15.8,15.8,NA,-0.38,8.07,NA,NA,NA,NA,NA,NA,NA
3907,SJTU3rd1148,12/5/07 11:20,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15.8,51,0,15.8,NA,NA,NA,15.8,15.8,NA,-1.47,49.64,NA,NA,NA,NA,NA,NA,NA
3908,SJTU3rd1149,12/5/07 11:20,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15.8,51,0,15.8,NA,NA,NA,15.8,15.8,NA,-1.47,49.64,NA,NA,NA,NA,NA,NA,NA
3909,SJTU3rd1150,12/5/07 16:15,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,48,0,15,NA,NA,NA,15,15,NA,-0.54,11.14,NA,NA,NA,NA,NA,NA,NA
3910,SJTU3rd1151,12/5/07 16:15,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,48,0,15,NA,NA,NA,15,15,NA,-1.68,60.86,NA,NA,NA,NA,NA,NA,NA
3911,SJTU3rd1152,12/5/07 16:15,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,48,0,15,NA,NA,NA,15,15,NA,-1.68,60.86,NA,NA,NA,NA,NA,NA,NA
3912,SJTU3rd1153,12/5/07 17:57,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,16,47,0,16,NA,NA,NA,16,16,NA,-0.37,7.8,NA,NA,NA,NA,NA,NA,NA
3913,SJTU3rd1154,12/5/07 21:29,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,50,0,15,NA,NA,NA,15,15,NA,-0.53,10.94,NA,NA,NA,NA,NA,NA,NA
3914,SJTU3rd1155,12/5/07 21:29,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,50,0,15,NA,NA,NA,15,15,NA,-1.67,60.38,NA,NA,NA,NA,NA,NA,NA
3915,SJTU3rd1156,12/6/07 7:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-2,NA,NA,1.53,1,1.1,18,54,0,18,NA,NA,NA,18,18,NA,-0.46,9.49,NA,NA,NA,NA,NA,NA,NA
3916,SJTU3rd1157,12/6/07 10:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,1,NA,NA,1.53,1,1.1,23,44,0,23,NA,NA,NA,23,23,NA,0.55,11.42,NA,NA,NA,NA,NA,NA,NA
3917,SJTU3rd1158,12/6/07 11:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,1.05,1,1.1,24.5,38,0,24.5,NA,NA,NA,24.5,24.5,NA,0.35,7.54,NA,NA,NA,NA,NA,NA,NA
3918,SJTU3rd1159,12/6/07 13:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.69,1,1.1,21,46,0,21,NA,NA,NA,21,21,NA,-1.32,41.62,NA,NA,NA,NA,NA,NA,NA
3919,SJTU3rd1160,12/6/07 16:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.69,1,1.1,20,48,0,20,NA,NA,NA,20,20,NA,-1.64,58.89,NA,NA,NA,NA,NA,NA,NA
3920,SJTU3rd1161,12/6/07 21:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-1,NA,NA,0.89,1,1.1,20,52,0,20,NA,NA,NA,20,20,NA,-1.09,30.25,NA,NA,NA,NA,NA,NA,NA
3921,SJTU3rd1162,12/6/07 7:20,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,56,0,15,NA,NA,NA,15,15,NA,-1.64,58.92,NA,NA,NA,NA,NA,NA,NA
3922,SJTU3rd1163,12/6/07 9:56,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14,53,0,14,NA,NA,NA,14,14,NA,-0.7,15.34,NA,NA,NA,NA,NA,NA,NA
3923,SJTU3rd1164,12/6/07 9:56,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,53,0,14,NA,NA,NA,14,14,NA,-1.9,72.26,NA,NA,NA,NA,NA,NA,NA
3924,SJTU3rd1165,12/6/07 12:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14,50,0,14,NA,NA,NA,14,14,NA,-0.71,15.66,NA,NA,NA,NA,NA,NA,NA
3925,SJTU3rd1166,12/6/07 12:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,50,0,14,NA,NA,NA,14,14,NA,-1.91,72.78,NA,NA,NA,NA,NA,NA,NA
3926,SJTU3rd1167,12/6/07 12:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,50,0,14,NA,NA,NA,14,14,NA,-1.91,72.78,NA,NA,NA,NA,NA,NA,NA
3927,SJTU3rd1168,12/6/07 17:31,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,48,0,15,NA,NA,NA,15,15,NA,-0.54,11.14,NA,NA,NA,NA,NA,NA,NA
3928,SJTU3rd1169,12/6/07 17:31,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,48,0,15,NA,NA,NA,15,15,NA,-1.68,60.86,NA,NA,NA,NA,NA,NA,NA
3929,SJTU3rd1170,12/6/07 17:31,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,48,0,15,NA,NA,NA,15,15,NA,-1.68,60.86,NA,NA,NA,NA,NA,NA,NA
3930,SJTU3rd1171,12/6/07 21:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14,54,0,14,NA,NA,NA,14,14,NA,-0.69,15.15,NA,NA,NA,NA,NA,NA,NA
3931,SJTU3rd1172,12/6/07 21:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14,54,0,14,NA,NA,NA,14,14,NA,-0.69,15.15,NA,NA,NA,NA,NA,NA,NA
3932,SJTU3rd1173,12/6/07 21:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,54,0,14,NA,NA,NA,14,14,NA,-1.89,71.96,NA,NA,NA,NA,NA,NA,NA
3933,SJTU3rd1174,12/7/07 7:53,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,54,0,14,NA,NA,NA,14,14,NA,-1.89,71.96,NA,NA,NA,NA,NA,NA,NA
3934,SJTU3rd1175,12/7/07 12:40,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14,58,0,14,NA,NA,NA,14,14,NA,-0.68,14.66,NA,NA,NA,NA,NA,NA,NA
3935,SJTU3rd1176,12/7/07 12:40,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,58,0,14,NA,NA,NA,14,14,NA,-1.88,71.13,NA,NA,NA,NA,NA,NA,NA
3936,SJTU3rd1177,12/7/07 16:25,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14.8,52,0,14.8,NA,NA,NA,14.8,14.8,NA,-0.56,11.56,NA,NA,NA,NA,NA,NA,NA
